Latitude,Longitude,Elevation,Slope Angle
-26.474462,27.825469,1557.0,0.01683157808657047
-26.453902,27.84259,1605.0,0.0028812103793846556
-26.451499,27.844815,1606.0,0.012392388589277709
-26.44934,27.846982,1610.0,-0.0053320537222304246
-26.448142,27.848308,1609.0,0.008722413733109611
-26.445288,27.851633,1613.0,0.0057221701318127885
-26.443174,27.854231,1615.0,0.013950858752036551
-26.438897,27.859617,1625.0,-0.013642782951510711
-26.433576,27.866153,1613.0,-0.028605790992280656
-26.433119,27.866635,1611.0,0.016192297424628212
-26.431465,27.868291,1615.0,-0.03965978692379905
-26.429886,27.869733,1606.0,-0.03279977226576045
-26.42629,27.872536,1590.0,0.0
-26.425913,27.872831,1590.0,-0.019433290512803618
-26.423625,27.874587,1584.0,0.0
-26.423517,27.87467,1584.0,-0.016114465402433314
-26.423059,27.875026,1583.0,0.032876177936697205
-26.420365,27.877118,1595.0,0.018215614916022492
-26.417911,27.87897,1601.0,0.014781957861159096
-26.415894,27.88049,1605.0,-0.012954415150321967
-26.414182,27.881814,1602.0,0.06833333030604663
-26.413317,27.882481,1610.0,-0.036334352774359535
-26.41252,27.883136,1606.0,0.028883411811709787
-26.41151,27.883949,1610.0,0.0
-26.410568,27.884635,1610.0,-0.009118577762114766
-26.409737,27.885228,1609.0,-0.012409502104837798
-26.407353,27.887069,1605.0,0.0
-26.406942,27.887386,1605.0,-0.014420057240953655
-26.406426,27.887777,1604.0,0.03339491756244377
-26.40576,27.888287,1607.0,-0.043037153984552
-26.404895,27.88894,1602.0,0.03950914432447789
-26.403773,27.889808,1608.0,-0.03635622938203273
-26.403355,27.890103,1606.0,0.024759350872789188
-26.403046,27.890316,1607.0,0.010194979871887597
-26.402285,27.890814,1608.0,-0.010055531848041121
-26.401495,27.891282,1607.0,0.0
-26.401294,27.891392,1607.0,0.0
-26.400905,27.891603,1607.0,-0.06255607572726318
-26.400648,27.891746,1605.0,0.0
-26.400235,27.891952,1605.0,0.0
-26.399798,27.892169,1605.0,0.0
-26.399455,27.892332,1605.0,0.0
-26.399201,27.892439,1605.0,0.020731943524309116
-26.398798,27.892618,1606.0,0.0
-26.398456,27.892764,1606.0,-0.0235413460210616
-26.398094,27.8929,1605.0,0.0
-26.39767,27.893056,1605.0,-0.025885692627057137
-26.39734,27.893177,1604.0,0.0
-26.396978,27.893296,1604.0,-0.01154076737863113
-26.396227,27.893528,1603.0,0.04980471969809429
-26.395527,27.893724,1607.0,0.013017984196161434
-26.394853,27.893893,1608.0,0.0381282406929936
-26.394156,27.894027,1611.0,0.0
-26.393496,27.894136,1611.0,0.06821983144824015
-26.393106,27.894205,1614.0,0.0
-26.39253,27.894282,1614.0,0.037190045977914615
-26.391808,27.894357,1617.0,-0.023916005528249844
-26.391058,27.894417,1615.0,0.04324718360022565
-26.390227,27.894441,1619.0,0.027027089357510324
-26.389229,27.894439,1622.0,0.02791045958645516
-26.388263,27.894408,1625.0,0.01863652387636091
-26.385368,27.894397,1631.0,0.015528827450670656
-26.384789,27.894408,1632.0,0.010685380194991314
-26.383949,27.894466,1633.0,0.0489677100923837
-26.383217,27.894527,1637.0,0.0
-26.38265,27.894606,1637.0,-0.011456915845472171
-26.38187,27.894704,1636.0,0.05095349397638257
-26.380652,27.894928,1643.0,0.059716101363507704
-26.38006,27.895048,1647.0,0.04275047505679233
-26.379443,27.895194,1650.0,0.0
-26.379113,27.895272,1650.0,0.027767020797666315
-26.37786,27.895638,1654.0,0.0547993458924107
-26.377073,27.895894,1659.0,0.0
-26.376177,27.896199,1659.0,0.05300297578751991
-26.375537,27.896449,1663.0,0.08049532828771845
-26.374912,27.896715,1669.0,0.0
-26.374601,27.896854,1669.0,0.0
-26.374214,27.897028,1669.0,-0.01267505266189878
-26.37356,27.897335,1668.0,0.07778529483481804
-26.373141,27.897551,1672.0,0.036371095237683254
-26.372463,27.897886,1675.0,-0.021330121081099034
-26.371339,27.898533,1672.0,-0.007964943384840538
-26.370353,27.899147,1671.0,-0.05549532305315065
-26.36831,27.900612,1656.0,-0.08368558624578322
-26.367362,27.901395,1645.0,0.0
-26.36716,27.901567,1645.0,0.24234401413502352
-26.366988,27.901717,1651.0,0.0
-26.366831,27.90185,1651.0,0.0
-26.366673,27.901987,1651.0,-0.23147498581938147
-26.366465,27.902174,1644.0,0.0
-26.366244,27.902377,1644.0,-0.039619086965158756
-26.365382,27.9032,1639.0,0.0
-26.365257,27.903321,1639.0,0.13960284295295183
-26.365114,27.903464,1642.0,-0.4167849785707328
-26.364981,27.903604,1633.0,0.0
-26.364795,27.903794,1633.0,0.0
-26.364676,27.903914,1633.0,0.0
-26.36447,27.904136,1633.0,0.04988284127067584
-26.364339,27.904274,1634.0,-0.20793619798602653
-26.364096,27.904541,1626.0,0.0
-26.363847,27.90483,1626.0,0.3067791411493223
-26.363688,27.905011,1634.0,0.0
-26.363604,27.905111,1634.0,0.0
-26.363453,27.905288,1634.0,-0.21965287619506968
-26.363286,27.905483,1628.0,0.0
